,price,id
404,2.99,34178
405,6.99,37340
406,6.99,37390
407,6.99,37310
408,6.99,37360
409,6.99,49000
410,6.99,37330
411,6.99,37320
412,6.99,37370
413,6.99,37380
414,9.99,19080
416,14.99,19030
418,4.99,49800
419,4.99,33650
420,19.99,901478
421,4.99,33660
422,2.99,34281
423,2.99,34272
424,61.99,34270
425,2.99,34276
426,2.99,34274
427,2.99,34275
428,2.99,34277
429,2.99,34273
430,2.99,34280
431,4.99,34278
432,2.99,34282
433,2.99,34279
434,14.99,34010
435,9.99,22610
436,4.99,22440
437,0.99,18508
438,4.99,22430
439,4.99,22410
440,4.99,22420
441,0.0,630
442,4.99,22400
443,19.99,24780
444,14.99,33670
445,4.99,40420
446,9.99,34920
447,3.99,48136
448,9.99,46720
449,9.99,28000
450,9.99,39680
451,0.99,25962
452,19.99,24634
453,4.99,63900
454,29.99,50130
455,4.99,24075
456,9.99,47540
457,9.99,50510
458,1.99,25760
459,1.99,25763
460,1.99,25762
461,2.99,25764
462,9.99,42980
463,19.99,48800
464,19.99,22600
465,14.99,46770
466,8.99,65700
467,19.99,42960
469,1.99,25761
470,5.99,28010
471,1.99,28012
472,19.99,24640
473,2.99,28011
474,4.99,4850
475,5.99,57640
476,4.99,62100
477,9.99,50145
478,1.99,34841
479,4.99,70300
480,3.99,48137
481,19.99,57300
482,19.99,70400
483,3.99,46600
484,2.99,34314
485,2.99,34310
486,4.99,70100
487,4.99,70110
488,9.99,38600
489,14.99,57620
490,2.99,34284
491,14.99,63910
492,4.99,24082
493,29.99,8930
494,4.99,49310
495,9.99,41060
496,9.99,70900
497,2.99,9940
498,9.99,22650
500,19.99,50620
501,4.99,2840
502,9.99,42920
503,19.99,29700
504,4.99,2850
505,9.99,61510
506,7.99,70200
507,14.99,70210
508,9.99,61520
509,5.99,61500
510,19.99,47790
511,9.99,46450
512,19.99,45750
513,4.99,57800
514,9.99,22380
515,6.99,67000
516,4.99,80300
517,9.99,50000
518,4.99,16868
519,14.99,18040
520,2.99,71115
521,2.99,34317
522,2.99,71114
523,2.99,71112
524,4.99,71113
525,2.99,71111
526,2.99,71110
527,2.99,34319
528,2.99,34318
529,2.99,34316
530,2.99,34315
531,9.99,6120
532,9.99,35460
533,19.99,32500
534,4.99,62000
535,4.99,33570
536,9.99,63700
537,1.99,46362
538,4.99,49320
539,4.99,72400
540,1.99,42964
541,3.99,43011
542,9.99,33980
543,6.99,65710
544,12.99,33990
545,4.99,33950
546,9.99,65400
547,39.99,42700
548,0.99,38923
549,4.99,72500
550,4.99,15740
551,1.99,38924
552,9.99,15750
553,4.99,45500
554,19.99,31290
555,9.99,12100
556,14.99,12120
557,3.49,35135
558,3.49,35137
559,3.49,35138
560,3.49,35136
561,9.99,12110
562,9.99,33390
563,4.99,92300
564,14.99,80000
565,19.99,47780
566,9.99,51060
567,4.99,65080
568,2.99,71168
569,4.99,63200
570,9.99,60340
571,2.99,71116
572,2.99,71161
573,2.99,71119
574,2.99,71118
575,2.99,71117
576,4.99,71166
577,2.99,71165
578,4.99,71163
579,2.99,71164
580,4.99,71162
581,2.99,71160
582,2.99,71120
583,19.99,47890
584,3.99,48802
585,19.99,47896
586,19.99,47892
587,19.99,47894
588,19.99,47893
589,19.99,47895
590,4.99,42000
591,14.99,47570
592,19.99,47897
593,5.99,57700
594,5.99,63660
595,2.99,90504
596,19.99,7520
598,19.99,9930
599,3.99,24449
600,6.99,41814
601,3.99,42925
602,9.99,57650
603,4.99,40407
604,19.99,33770
605,9.99,47800
606,4.99,18408
607,9.99,63710
608,19.99,55100
609,9.99,80200
610,2.99,92400
611,0.99,56436
612,0.99,56435
613,2.99,56433
614,0.99,56432
615,0.99,56431
616,0.0,39120
617,29.99,56437
618,3.99,94000
619,2.99,56434
620,9.99,92700
621,3.99,73012
622,3.99,48803
623,6.99,56536
624,3.99,44620
625,9.99,91200
626,14.99,46790
627,9.99,73170
628,3.99,57655
629,9.99,70000
630,9.99,57730
631,19.99,620
632,4.99,42918
633,9.99,91600
634,19.99,73020
635,2.99,56482
636,9.99,56438
637,2.99,56481
638,24.99,98200
639,2.99,56480
640,4.99,72905
641,4.99,22450
642,9.99,42140
643,19.99,47898
644,5.99,73181
645,0.99,73031
646,1.99,9992
647,7.99,46490
648,7.99,46480
649,14.99,42718
650,14.99,39160
651,19.99,57900
652,0.0,102700
653,0.0,9880
654,0.0,99900
655,9.99,22520
656,3.99,73014
657,9.99,7530
658,0.0,95700
659,19.99,49470
660,9.99,91810
661,4.99,49604
662,5.99,98210
663,9.99,97000
664,9.99,46760
665,9.99,46830
666,2.99,73035
667,9.99,46840
668,19.99,21100
669,1.99,73037
670,1.99,73036
671,19.99,24635
672,1.99,901679
673,1.99,25810
674,14.99,99100
675,3.99,44660
676,6.99,90209
677,1.99,25809
678,4.99,42903
679,4.99,22631
680,4.99,22634
681,4.99,22633
682,2.99,57656
683,4.99,22632
684,9.99,94590
685,7.99,35425
686,3.99,73192
687,0.99,105700
688,4.99,72750
689,6.99,56538
691,4.99,61100
692,8.99,65228
693,0.99,55205
694,9.99,102200
695,1.99,64013
696,1.99,15522
697,0.99,63802
698,0.99,92302
699,2.99,73183
700,6.99,42210
701,4.99,65790
702,1.99,92803
703,14.99,57690
704,6.99,42220
705,6.99,42230
706,6.99,111000
707,3.99,73193
708,6.99,38740
709,4.99,99612
710,4.99,99614
711,9.99,91604
712,4.99,70120
713,9.99,107200
714,3.99,97108
715,2.99,97106
716,3.99,97107
717,6.99,56487
718,4.99,72760
719,0.0,99910
720,14.99,18070
721,29.99,55150
722,7.99,63940
723,14.99,98400
724,3.99,73194
725,9.99,46520
726,9.99,22230
727,19.99,35450
728,9.99,33420
729,5.99,73185
730,4.99,49473
731,9.99,73210
732,4.99,110600
733,6.99,200080
734,9.99,200440
735,4.99,111400
736,9.99,57923
737,19.99,48220
738,14.99,9420
739,4.99,113200
740,6.99,90208
741,4.99,200230
742,14.99,9350
743,18.99,901776
744,1.99,201100
745,2.99,80202
746,4.99,80204
747,1.99,34842
748,5.99,95900
749,3.99,80207
750,19.99,45770
751,1.99,18080
752,14.99,200670
753,0.0,108210
754,8.99,65231
755,9.99,115100
756,19.99,47930
757,5.99,41816
758,4.99,201480
759,4.99,200910
760,4.99,200130
761,9.99,201490
762,14.99,65610
763,8.99,43190
764,1.99,102622
765,6.99,39270
766,0.0,24200
768,2.99,57696
769,19.99,71340
770,6.99,202670
771,2.99,102623
772,39.99,115300
773,19.99,110800
774,11.99,110810
775,1.99,64016
776,4.99,94203
777,2.99,94202
778,0.99,202520
780,1.99,202521
781,6.99,61310
782,2.99,73092
783,9.99,91100
784,1.99,73091
785,4.99,34345
786,1.59,201272
787,5.99,73058
788,1.99,25812
789,1.99,25811
790,3.99,46350
792,19.99,202200
793,12.99,24083
794,0.0,113400
795,4.99,80340
797,1.99,64017
798,7.99,35429
799,9.99,201510
800,3.99,201877
801,1.99,203700
802,2.99,57695
803,9.99,23530
804,2.99,49475
805,0.99,55344
806,0.99,55341
807,2.99,98820
808,0.99,55340
809,4.99,49337
810,0.99,55343
812,9.99,201310
813,19.99,35720
814,3.99,204381
817,5.99,203990
818,9.99,204030
819,2.99,200620
820,2.99,202452
821,1.99,204380
822,2.99,55395
823,4.99,200610
824,2.99,55471
825,2.99,55473
826,2.99,55472
827,2.99,55470
828,9.99,55347
829,0.99,23553
830,0.99,23552
831,0.99,23551
834,0.99,23550
835,7.99,200390
836,12.99,65244
837,9.99,24480
838,4.99,24488
839,9.99,204340
840,19.99,203510
841,0.0,9900
842,2.99,204386
843,1.99,204385
844,19.99,57740
845,9.99,204390
846,9.99,42968
847,9.99,105800
848,5.99,105802
849,4.99,111100
850,9.99,203210
853,0.99,205160
854,39.99,203770
855,1.99,203772
856,1.99,203773
857,1.99,92620
859,9.99,108710
860,19.99,24065
861,1.99,73039
862,11.99,10220
863,13.99,108110
864,3.99,65302
865,0.0,200210
866,1.99,42905
867,6.99,55381
868,9.99,204440
869,4.99,205690
870,9.99,201882
871,19.99,207490
872,9.99,206760
873,5.99,206521
874,12.99,65249
875,3.99,206710
876,19.99,108500
877,4.99,206690
878,9.99,205830
879,9.99,108726
880,19.99,47932
881,9.99,115110
882,4.99,203560
883,19.99,65246
884,8.99,65253
885,2.99,207420
886,9.99,73060
887,9.99,207790
888,4.99,207710
889,1.99,204388
890,4.99,71167
891,3.99,204382
892,3.99,207250
893,9.99,208110
894,0.99,208540
895,4.99,19320
896,14.99,207320
897,8.99,65733
898,1.99,204180
899,6.99,55382
900,4.99,110630
901,9.99,102850
902,9.99,102510
903,29.99,201271
904,9.99,205840
905,4.99,109500
906,2.99,206416
907,9.99,208630
908,9.99,208640
909,6.99,205630
910,9.99,206610
911,8.99,65252
912,3.99,208541
913,9.99,202310
914,14.99,202690
915,9.99,204560
916,12.99,65255
917,6.99,207430
918,1.99,202524
921,19.99,280720
922,6.99,202370
923,5.99,206881
924,9.99,40390
925,3.99,204383
926,1.99,40391
927,4.99,40392
928,14.99,203750
929,9.99,209370
930,9.99,98300
931,4.99,209373
932,5.99,201277
933,2.99,55397
934,2.99,211204
935,2.99,211203
936,2.99,211207
937,2.99,211206
938,2.99,211205
939,2.99,211208
941,19.99,65258
942,1.99,108232
943,2.99,211209
944,4.99,206714
945,4.99,203344
946,19.99,41014
947,4.99,41019
948,19.99,210230
949,3.99,211800
950,8.99,65256
951,12.99,65218
952,29.99,209100
953,9.99,211010
954,9.99,205530
955,6.99,90207
956,5.99,108230
957,9.99,108200
958,19.99,208281
959,3.99,208284
960,19.99,207350
961,1.99,208545
962,14.99,213370
963,19.99,204100
964,1.99,203766
965,1.99,203765
966,0.99,204182
968,0.0,212500
969,9.99,209790
970,9.99,207080
971,14.99,42170
972,19.99,213330
973,2.99,204900
974,0.0,212160
975,7.99,210561
976,14.99,42696
977,4.99,213030
978,19.99,203830
979,34.99,213195
980,0.0,206480
981,19.99,212630
982,1.99,210893
983,9.99,203778
984,8.99,200010
985,0.0,17080
986,4.99,210933
987,5.99,214170
988,1.99,210892
989,1.99,92622
990,6.99,205550
991,3.99,204384
993,0.99,97368
994,0.99,97364
995,0.99,210041
996,0.99,97371
997,0.99,97369
999,39.99,206522
1000,0.99,210056
1001,0.99,210057
1002,0.99,210062
1003,0.99,210055
1004,9.99,48231
1005,0.99,210039
1006,0.99,210038
1007,0.99,210037
1008,0.99,210036
1009,0.99,210035
1010,0.99,210052
1011,0.99,210043
1012,0.99,210064
1013,0.99,210063
1014,0.99,210065
1015,0.99,210067
1016,0.99,210066
1017,12.99,210069
1018,2.99,210072
1019,2.99,210073
1020,14.99,213350
1021,2.99,20828
1022,9.99,215200
1023,0.99,214980
1024,19.99,215160
1025,1.99,215000
1026,12.99,210068
1027,9.99,207650
1028,5.99,207380
1029,2.99,207655
1030,5.99,207400
1031,1.99,108233
1032,9.99,108700
1033,12.99,208355
1034,2.99,215243
1035,8.99,208365
1036,4.99,210931
1037,4.99,209270
1038,8.99,208283
1039,14.99,115120
1040,1.99,215241
1041,1.99,215240
1043,7.99,212010
1044,14.99,730
1045,74.76,202170
1046,9.99,208580
1047,9.99,217290
1048,1.99,207670
1049,19.99,208292
1050,7.99,208341
1051,7.99,208342
1052,0.99,216458
1053,3.99,216454
1054,6.99,216447
1055,3.99,216449
1056,5.99,216444
1057,9.99,72000
1058,2.99,216455
1059,1.99,216434
1060,9.99,216432
1061,0.99,216433
1062,2.99,216448
1063,5.99,216431
1064,1.49,216461
1065,1.99,216462
1066,4.99,206450
1067,19.99,200260
1068,9.99,206440
1069,9.99,214970
1070,29.99,216468
1071,6.99,61730
1072,4.99,214981
1073,8.99,33934
1074,7.99,205950
1075,4.99,97350
1076,2.49,204312
1077,2.49,204310
1078,2.49,204308
1079,2.49,204309
1080,1.49,204307
1081,2.49,204304
1082,9.99,48232
1083,1.99,210016
1084,1.99,210018
1085,1.99,210017
1086,9.99,210012
1087,4.99,210019
1088,9.99,210013
1090,19.99,205650
1091,7.99,214570
1092,32.99,65740
1093,99.99,100980
1094,5.99,205063
1095,19.99,209670
1096,2.99,217962
1097,9.99,205060
1098,9.99,213230
1099,0.99,97380
1100,0.99,97384
1101,0.99,97385
1102,0.99,97389
1103,0.99,97381
1104,2.99,206146
1105,0.99,97388
1106,0.99,97382
1107,4.99,215510
1108,19.99,208200
1109,9.99,207870
1110,3.99,215247
1111,1.99,215246
1112,1.99,222680
1113,0.99,210901
1114,2.99,206141
1115,7.99,206120
1116,2.99,206133
1117,2.99,206119
1118,2.99,206117
1119,2.99,206114
1120,2.99,206113
1121,2.99,206106
1122,2.99,206111
1123,2.99,206131
1124,2.99,206144
1125,2.99,206094
1126,2.99,206156
1127,2.99,206123
1128,2.99,206122
1129,7.99,206107
1130,7.99,206102
1131,11.99,206148
1132,7.99,206142
1133,2.99,206160
1134,2.99,206140
1135,2.99,206155
1136,2.99,206101
1137,2.99,206095
1138,2.99,206099
1139,29.99,205190
1140,19.99,219910
1141,19.99,218090
1142,7.99,215470
1143,2.99,206151
1144,2.99,206118
1145,14.99,223220
1146,2.99,205632
1147,9.99,200370
1148,4.99,209811
1149,9.99,219150
1151,3.99,215245
1152,1.99,215248
1153,2.99,204734
1154,4.99,209080
1155,14.95,4720
1156,5.99,219760
1157,0.99,73120
1158,19.99,219780
1159,2.99,206174
1160,2.99,206175
1161,9.99,223470
1163,14.99,203680
1164,19.99,220740
1165,14.99,216130
1166,29.99,113405
1167,2.99,208830
1168,4.99,200188
1169,5.99,205541
1170,9.99,207040
1171,9.99,223730
1172,7.99,222140
1173,12.99,200490
1174,0.99,215309
1175,0.99,215303
1176,0.99,215311
1177,59.99,202970
1178,2.99,202193
1179,2.99,215253
1180,0.99,220803
1181,1.99,216331
1182,0.99,220805
1183,0.99,220804
1184,0.99,220806
1185,0.99,220807
1186,6.99,215930
1187,0.99,216414
1188,0.99,216413
1189,0.99,216412
1190,0.99,216421
1191,0.99,216417
1192,0.99,216420
1193,19.99,223593
1194,19.99,223592
1195,19.99,223594
1196,0.99,208833
1197,0.99,208842
1198,0.99,208834
1199,0.99,208841
1200,4.99,200185
1201,6.99,208361
1202,14.99,223510
1203,3.99,209201
1204,6.99,225020
1205,9.99,209190
1206,7.99,44690
1207,19.99,24676
1208,19.99,221830
1209,9.99,227000
1210,4.99,222222
1211,0.99,222221
1212,0.0,212200
1213,9.99,209950
1214,6.99,224300
1215,6.99,224920
1216,6.99,224940
1217,6.99,208319
1218,19.99,224900
1219,4.99,208491
1220,4.99,215972
1221,7.99,222061
1222,9.99,105000
1223,2.99,222058
1224,7.99,219950
1225,19.99,65216
1226,3.99,226350
1227,0.99,214987
1228,0.99,214988
1229,4.99,209460
1230,2.99,205634
1231,2.99,222066
1232,2.99,222065
1233,2.99,222063
1234,2.99,222062
1236,14.99,225640
1237,19.99,65239
1238,2.99,209801
1239,13.99,218700
1240,4.99,220813
1241,4.99,220812
1242,9.99,211280
1243,4.99,220811
1244,2.99,70616
1245,19.99,222545
1246,9.99,215710
1247,6.99,203060
1248,9.99,228600
1249,5.99,41817
1250,2.99,222076
1251,3.99,226370
1252,69.99,219136
1253,0.99,225821
1254,0.99,225822
1255,9.99,22521
1256,0.99,225823
1257,0.99,225826
1258,0.99,225828
1259,0.99,225825
1260,9.99,209545
1261,19.99,209540
1262,14.99,221810
1263,19.99,228400
1264,9.99,219152
1265,29.99,220440
1266,4.99,18523
1267,9.99,227800
1268,4.99,230760
1269,29.99,223850
1270,2.99,206718
1271,2.99,222083
1272,2.99,222086
1273,2.99,222084
1274,2.99,222085
1275,2.99,222087
1276,0.99,210085
1277,0.99,210084
1278,0.99,210083
1279,9.99,231140
1280,0.99,210087
1281,19.99,210113
1282,3.99,226390
1283,6.99,224820
1284,24.99,215373
1285,14.99,228320
1286,1.99,209850
1287,2.99,222093
1288,2.99,222095
1289,2.99,222094
1290,19.99,227760
1291,9.99,227130
1292,2.99,222098
1293,2.99,222097
1294,2.99,222096
1295,9.99,212673
1296,29.99,229751
1297,7.99,222099
1298,19.99,229750
1299,19.99,223597
1300,2.99,222100
1301,2.99,222102
1302,2.99,222101
1303,8.99,223793
1304,7.99,222138
1305,1.99,233410
1306,9.99,213197
1307,2.99,209202
1308,9.99,226740
1309,9.99,230150
1310,9.99,207000
1311,1.99,230900
1312,9.99,222660
1313,39.99,222554
1314,19.99,220160
1315,4.99,223732
1316,19.99,216174
1317,1.99,232770
1318,29.99,221040
1319,3.99,232530
1320,4.99,223280
1321,2.99,234180
1322,9.99,234900
1323,0.99,208796
1324,0.99,208793
1325,0.99,208792
1326,0.99,208790
1327,0.99,208804
1328,0.99,208805
1329,0.99,208806
1330,2.99,208810
1331,0.99,234780
1332,3.99,208814
1333,9.99,233470
1334,9.99,233550
1335,19.99,222574
1336,14.99,230650
1337,0.0,227220
1338,19.99,222556
1339,1.99,98609
1340,7.99,228440
1341,0.99,235130
1342,2.49,230885
1343,1.99,234779
1344,1.99,234778
1345,1.99,234776
1346,19.99,222576
1347,1.99,234775
1348,5.99,227090
1349,14.99,227080
1350,1.99,234777
1351,9.99,233720
1352,1.99,203343
1353,29.99,230330
1354,9.99,227480
1355,19.99,232050
1356,1.99,222380
1357,1.99,215004
1358,3.99,229250
1359,1.99,215002
1360,14.99,232750
1361,4.99,234710
1362,29.99,220660
1363,0.0,235780
1364,14.99,210770
1365,2.99,234290
1366,39.99,234820
1368,0.99,208817
1369,0.99,208818
1370,0.99,208809
1371,4.99,230887
1372,3.99,208813
1373,19.99,222575
1374,9.99,222730
1375,14.99,219098
1376,9.99,227380
1377,4.99,235070
1378,6.99,209548
1379,0.99,235150
1380,29.99,222480
1381,19.99,229755
1382,1.99,210904
1383,1.99,226660
1384,14.99,210908
1385,29.99,219445
1386,29.99,219444
1387,29.99,219447
1388,2.99,222120
1389,29.99,219446
1390,4.99,229758
1391,29.99,228300
1392,2.99,208812
1393,0.99,208791
1394,1.99,229621
1395,1.99,229622
1396,1.99,214331
1397,4.99,228601
1398,6.99,229752
1399,2.99,236290
1400,1.99,208470
1401,19.99,222581
1402,9.99,236790
1403,4.99,237570
1404,19.99,238930
1405,9.99,235360
1406,1.99,231489
1407,1.99,231488
1408,1.99,231487
1409,1.99,231486
1410,1.99,231483
1411,7.99,208375
1412,2.49,230892
1413,4.99,238950
1414,19.99,208348
1415,29.99,219442
1416,19.99,208349
1417,2.49,230891
1418,9.99,231740
1419,14.99,229480
1420,4.99,235230
1421,0.99,213901
1422,1.99,226664
1423,1.99,226663
1424,4.99,2028850
1425,1.99,226662
1426,9.99,218550
1427,3.99,232647
1428,19.99,223598
1429,4.99,237030
1430,19.99,231430
1431,1.99,219624
1432,1.99,219623
1433,0.99,213892
1434,1.99,207011
1435,0.99,224160
1436,0.99,224161
1437,0.99,224163
1438,0.99,224165
1439,0.99,213894
1440,0.99,224162
1441,0.99,213890
1442,0.99,224167
1443,0.99,224168
1444,0.99,224164
1445,19.99,237110
1446,0.99,224166
1447,14.99,239370
1448,16.99,239380
1449,4.99,239800
1450,4.99,207620
1451,4.99,210945
1452,7.99,210944
1453,7.99,210943
1454,0.0,239660
1455,9.99,225360
1456,19.99,243360
1457,9.99,225160
1458,11.99,39140
1459,4.99,230691
1460,19.99,222589
1461,0.0,570
1462,5.99,221167
1463,14.99,220285
1464,29.99,235580
1465,0.99,218065
1466,14.99,201420
1467,9.99,205080
1468,9.99,237590
1469,5.99,205083
1470,24.99,233370
1471,9.99,241320
1472,29.99,219443
1473,2.99,231463
1474,2.99,231455
1475,4.99,221166
1476,9.99,243442
1477,14.99,234650
1478,14.99,238870
1479,4.99,230890
1480,1.99,207010
1481,9.99,241410
1482,1.99,214991
1483,14.99,237550
1484,9.99,228960
1485,1.99,214990
1486,4.99,214930
1487,4.99,225429
1488,29.99,234080
1489,4.99,225428
1490,79.99,222285
1491,49.99,222284
1492,19.99,222283
1493,2.99,242300
1494,14.99,217140
1495,1.99,230690
1497,8.99,222590
1498,9.99,210870
1499,14.99,219101
1500,0.0,223750
1501,2.99,242630
1502,39.99,240280
1503,39.99,245810
1504,29.99,223770
1505,19.99,240300
1506,9.99,245580
1507,4.99,93304
1509,39.99,243950
1511,1.99,231485
1512,1.99,231477
1513,1.99,231484
1514,2.99,238570
1515,9.99,231040
1516,9.99,241620
1517,3.99,625170
1518,6.99,625172
1519,5.0,625171
1520,9.99,226665
1521,2.99,231465
1522,4.99,212894
1523,14.99,237630
1524,4.99,226666
1525,1.99,241950
1526,19.99,222591
1527,24.99,233840
1528,0.0,236390
1529,29.99,244230
1530,1.99,246562
1531,2.99,205637
1532,4.99,225426
1533,24.99,242570
1534,7.99,244870
1535,19.99,222593
1536,3.99,237800
1537,19.99,222594
1538,24.99,226720
1539,9.99,243780
1540,2.99,247292
1541,2.99,247291
1542,39.99,250810
1543,4.99,244070
1544,9.99,240340
1545,0.99,235140
1546,2.99,238900
1547,2.99,231459
1548,1.99,231482
